CE;Enseñanza;Curso;Naturaleza;Denom. Genérica Centro;Centro;Nº Matriculados
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ZAURÍN;32
2019/2020;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;58
2019/2020;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;22
2019/2020;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;127
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;54
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;93
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;59
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;51
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;137
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;60
2019/2020;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;87
2019/2020;Bachillerato;1;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;60
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ANDALÁN;80
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;46
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;AVEMPACE;91
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;180
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO CINCA;61
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;30
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;80
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;37
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CABAÑAS;47
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;45
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;76
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;14
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;56
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;84
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;25
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DE LA PUEBLA DE ALFINDÉN;37
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;83
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EL PORTILLO;72
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ELAIOS;91
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;92
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;79
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;32
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;68
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;105
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GALLICUM;58
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GOYA;319
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;54
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÍTACA;94
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;79
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;37
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;590
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;75
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;81
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;113
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA LLITERA;26
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;47
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;100
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;83
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;59
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;70
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MATARRAÑA;36
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;72
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;171
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;79
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;191
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIRALBUENO;41
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;29
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;81
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;53
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;80
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;67
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;170
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;110
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;134
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRINEOS;30
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;52
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;49
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;151
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;53
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;69
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO ARBA;38
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;76
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;49
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;24
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;47
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;49
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;49
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;56
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;61
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;28
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;53
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;23
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;32
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;78
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;60
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;50
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;53
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;32
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;140
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;59
2019/2020;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;23
2019/2020;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;53
2019/2020;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;29
2019/2020;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;127
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;48
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;94
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;44
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;52
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;121
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;53
2019/2020;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;91
2019/2020;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;60
